"GRID_TYPE" "GAME_ID" "GAME_EVENT_ID" "PLAYER_ID" "PLAYER_NAME" "TEAM_ID" "TEAM_NAME" "PERIOD" "MINUTES_REMAINING" "SECONDS_REMAINING" "EVENT_TYPE" "ACTION_TYPE" "SHOT_TYPE" "SHOT_ZONE_BASIC" "SHOT_ZONE_AREA" "SHOT_ZONE_RANGE" "SHOT_DISTANCE" "LOC_X" "LOC_Y" "SHOT_ATTEMPTED_FLAG" "SHOT_MADE_FLAG" "GAME_DATE" "HTM" "VTM"
"48" "Shot Chart Detail" "0021400042" "298" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "3" "10" "12" "Made Shot" "Running Jump Shot" "2PT Field Goal" "Mid-Range" "Left Side Center(LC)" "16-24 ft." 18 -142 121 "1" "1" "20141102" "POR" "GSW"
"49" "Shot Chart Detail" "0021400042" "313" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "3" "8" "24" "Missed Shot" "Jump Shot" "3PT Field Goal" "Above the Break 3" "Left Side Center(LC)" "24+ ft." 24 -109 220 "1" "0" "20141102" "POR" "GSW"
"50" "Shot Chart Detail" "0021400042" "331" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "3" "6" "58" "Made Shot" "Pullup Jump shot" "2PT Field Goal" "Mid-Range" "Right Side Center(RC)" "16-24 ft." 20 83 192 "1" "1" "20141102" "POR" "GSW"
"51" "Shot Chart Detail" "0021400042" "353" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "3" "4" "49" "Missed Shot" "Jump Shot" "3PT Field Goal" "Above the Break 3" "Left Side Center(LC)" "24+ ft." 24 -109 219 "1" "0" "20141102" "POR" "GSW"
"52" "Shot Chart Detail" "0021400042" "357" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "3" "4" "19" "Missed Shot" "Jump Shot" "3PT Field Goal" "Left Corner 3" "Left Side(L)" "24+ ft." 23 -232 6 "1" "0" "20141102" "POR" "GSW"
"53" "Shot Chart Detail" "0021400042" "464" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "4" "3" "53" "Missed Shot" "Running Jump Shot" "2PT Field Goal" "In The Paint (Non-RA)" "Center(C)" "Less Than 8 ft." 4 48 1 "1" "0" "20141102" "POR" "GSW"
"54" "Shot Chart Detail" "0021400042" "478" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "4" "2" "16" "Missed Shot" "Turnaround Jump Shot" "2PT Field Goal" "Mid-Range" "Right Side(R)" "16-24 ft." 20 190 83 "1" "0" "20141102" "POR" "GSW"
"55" "Shot Chart Detail" "0021400068" "13" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "1" "10" "28" "Missed Shot" "Jump Shot" "3PT Field Goal" "Above the Break 3" "Center(C)" "24+ ft." 24 59 241 "1" "0" "20141105" "GSW" "LAC"
"56" "Shot Chart Detail" "0021400068" "34" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "1" "7" "43" "Missed Shot" "Jump Shot" "2PT Field Goal" "Restricted Area" "Center(C)" "Less Than 8 ft." 3 -19 33 "1" "0" "20141105" "GSW" "LAC"
"57" "Shot Chart Detail" "0021400068" "51" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "1" "6" "19" "Made Shot" "Jump Shot" "3PT Field Goal" "Above the Break 3" "Left Side Center(LC)" "24+ ft." 24 -199 148 "1" "1" "20141105" "GSW" "LAC"
"58" "Shot Chart Detail" "0021400068" "53" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "1" "6" "11" "Made Shot" "Layup Shot" "2PT Field Goal" "Restricted Area" "Center(C)" "Less Than 8 ft." 2 18 12 "1" "1" "20141105" "GSW" "LAC"
"59" "Shot Chart Detail" "0021400068" "64" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "1" "4" "26" "Made Shot" "Layup Shot" "2PT Field Goal" "Restricted Area" "Center(C)" "Less Than 8 ft." 0 -2 4 "1" "1" "20141105" "GSW" "LAC"
"60" "Shot Chart Detail" "0021400068" "67" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "1" "3" "50" "Missed Shot" "Floating Jump shot" "2PT Field Goal" "In The Paint (Non-RA)" "Center(C)" "Less Than 8 ft." 6 13 67 "1" "0" "20141105" "GSW" "LAC"
"61" "Shot Chart Detail" "0021400068" "154" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "2" "6" "18" "Made Shot" "Jump Shot" "2PT Field Goal" "Mid-Range" "Left Side Center(LC)" "16-24 ft." 17 -95 151 "1" "1" "20141105" "GSW" "LAC"
"62" "Shot Chart Detail" "0021400068" "180" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "2" "3" "30" "Made Shot" "Step Back Jump shot" "3PT Field Goal" "Above the Break 3" "Right Side Center(RC)" "24+ ft." 26 166 203 "1" "1" "20141105" "GSW" "LAC"
"63" "Shot Chart Detail" "0021400068" "183" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "2" "3" "11" "Missed Shot" "Step Back Jump shot" "3PT Field Goal" "Above the Break 3" "Center(C)" "24+ ft." 25 31 258 "1" "0" "20141105" "GSW" "LAC"
"64" "Shot Chart Detail" "0021400068" "203" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "2" "0" "22" "Made Shot" "Pullup Jump shot" "3PT Field Goal" "Left Corner 3" "Left Side(L)" "24+ ft." 24 -231 74 "1" "1" "20141105" "GSW" "LAC"
"65" "Shot Chart Detail" "0021400068" "212" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "3" "11" "13" "Missed Shot" "Jump Shot" "3PT Field Goal" "Right Corner 3" "Right Side(R)" "24+ ft." 22 226 9 "1" "0" "20141105" "GSW" "LAC"
"66" "Shot Chart Detail" "0021400068" "355" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "4" "10" "54" "Missed Shot" "Jump Shot" "2PT Field Goal" "Mid-Range" "Left Side Center(LC)" "16-24 ft." 17 -101 146 "1" "0" "20141105" "GSW" "LAC"
"67" "Shot Chart Detail" "0021400068" "359" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "4" "10" "38" "Missed Shot" "Layup Shot" "2PT Field Goal" "In The Paint (Non-RA)" "Center(C)" "Less Than 8 ft." 4 37 28 "1" "0" "20141105" "GSW" "LAC"
"68" "Shot Chart Detail" "0021400068" "367" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "4" "9" "59" "Missed Shot" "Driving Jump shot" "2PT Field Goal" "Restricted Area" "Center(C)" "Less Than 8 ft." 3 -4 34 "1" "0" "20141105" "GSW" "LAC"
"69" "Shot Chart Detail" "0021400068" "393" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "4" "8" "16" "Made Shot" "Step Back Jump shot" "2PT Field Goal" "Mid-Range" "Right Side(R)" "16-24 ft." 17 176 34 "1" "1" "20141105" "GSW" "LAC"
"70" "Shot Chart Detail" "0021400068" "395" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "4" "7" "38" "Missed Shot" "Jump Shot" "3PT Field Goal" "Above the Break 3" "Right Side Center(RC)" "24+ ft." 27 192 197 "1" "0" "20141105" "GSW" "LAC"
"71" "Shot Chart Detail" "0021400068" "441" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "4" "3" "41" "Made Shot" "Step Back Jump shot" "3PT Field Goal" "Above the Break 3" "Right Side Center(RC)" "24+ ft." 27 165 220 "1" "1" "20141105" "GSW" "LAC"
"72" "Shot Chart Detail" "0021400068" "447" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "4" "3" "20" "Made Shot" "Floating Jump shot" "2PT Field Goal" "Mid-Range" "Right Side Center(RC)" "16-24 ft." 16 122 104 "1" "1" "20141105" "GSW" "LAC"
"73" "Shot Chart Detail" "0021400087" "32" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "1" "8" "9" "Made Shot" "Reverse Layup Shot" "2PT Field Goal" "Restricted Area" "Center(C)" "Less Than 8 ft." 1 -10 6 "1" "1" "20141108" "HOU" "GSW"
"74" "Shot Chart Detail" "0021400087" "35" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "1" "7" "49" "Made Shot" "Driving Layup Shot" "2PT Field Goal" "Restricted Area" "Center(C)" "Less Than 8 ft." 2 20 -2 "1" "1" "20141108" "HOU" "GSW"
"75" "Shot Chart Detail" "0021400087" "46" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "1" "7" "8" "Made Shot" "Pullup Jump shot" "3PT Field Goal" "Above the Break 3" "Center(C)" "24+ ft." 25 -8 255 "1" "1" "20141108" "HOU" "GSW"
"76" "Shot Chart Detail" "0021400087" "49" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "1" "6" "40" "Missed Shot" "Turnaround Bank shot" "2PT Field Goal" "Mid-Range" "Left Side(L)" "8-16 ft." 13 -127 53 "1" "0" "20141108" "HOU" "GSW"
"77" "Shot Chart Detail" "0021400087" "91" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "1" "2" "20" "Made Shot" "Jump Shot" "2PT Field Goal" "Mid-Range" "Right Side Center(RC)" "16-24 ft." 22 146 170 "1" "1" "20141108" "HOU" "GSW"
"78" "Shot Chart Detail" "0021400087" "210" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "2" "6" "39" "Made Shot" "Driving Layup Shot" "2PT Field Goal" "Restricted Area" "Center(C)" "Less Than 8 ft." 1 -2 -10 "1" "1" "20141108" "HOU" "GSW"
"79" "Shot Chart Detail" "0021400087" "225" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "2" "5" "39" "Missed Shot" "Step Back Jump shot" "3PT Field Goal" "Above the Break 3" "Right Side Center(RC)" "24+ ft." 26 105 246 "1" "0" "20141108" "HOU" "GSW"
"80" "Shot Chart Detail" "0021400087" "243" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "2" "4" "6" "Missed Shot" "Driving Layup Shot" "2PT Field Goal" "Restricted Area" "Center(C)" "Less Than 8 ft." 0 6 6 "1" "0" "20141108" "HOU" "GSW"
"81" "Shot Chart Detail" "0021400087" "274" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "2" "1" "56" "Missed Shot" "Jump Shot" "2PT Field Goal" "Mid-Range" "Center(C)" "16-24 ft." 19 10 195 "1" "0" "20141108" "HOU" "GSW"
"82" "Shot Chart Detail" "0021400087" "328" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "3" "10" "2" "Made Shot" "Jump Shot" "3PT Field Goal" "Above the Break 3" "Left Side Center(LC)" "24+ ft." 24 -155 189 "1" "1" "20141108" "HOU" "GSW"
"83" "Shot Chart Detail" "0021400087" "342" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "3" "8" "35" "Missed Shot" "Jump Shot" "3PT Field Goal" "Above the Break 3" "Left Side Center(LC)" "24+ ft." 24 -131 205 "1" "0" "20141108" "HOU" "GSW"
"84" "Shot Chart Detail" "0021400087" "361" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "3" "7" "13" "Made Shot" "Jump Shot" "3PT Field Goal" "Right Corner 3" "Right Side(R)" "24+ ft." 22 226 42 "1" "1" "20141108" "HOU" "GSW"
"85" "Shot Chart Detail" "0021400087" "369" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "3" "6" "22" "Made Shot" "Jump Shot" "3PT Field Goal" "Above the Break 3" "Right Side Center(RC)" "24+ ft." 24 122 211 "1" "1" "20141108" "HOU" "GSW"
"86" "Shot Chart Detail" "0021400087" "378" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "3" "5" "29" "Missed Shot" "Jump Shot" "3PT Field Goal" "Above the Break 3" "Right Side Center(RC)" "24+ ft." 24 100 225 "1" "0" "20141108" "HOU" "GSW"
"87" "Shot Chart Detail" "0021400087" "511" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "4" "6" "17" "Made Shot" "Pullup Bank shot" "2PT Field Goal" "Mid-Range" "Left Side(L)" "8-16 ft." 10 -87 58 "1" "1" "20141108" "HOU" "GSW"
"88" "Shot Chart Detail" "0021400087" "530" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "4" "4" "56" "Made Shot" "Reverse Layup Shot" "2PT Field Goal" "Restricted Area" "Center(C)" "Less Than 8 ft." 0 -2 3 "1" "1" "20141108" "HOU" "GSW"
"89" "Shot Chart Detail" "0021400087" "563" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "4" "2" "18" "Made Shot" "Jump Shot" "3PT Field Goal" "Above the Break 3" "Right Side Center(RC)" "24+ ft." 25 236 91 "1" "1" "20141108" "HOU" "GSW"
"90" "Shot Chart Detail" "0021400087" "567" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "4" "1" "29" "Made Shot" "Driving Finger Roll Layup Shot" "2PT Field Goal" "Restricted Area" "Center(C)" "Less Than 8 ft." 3 6 30 "1" "1" "20141108" "HOU" "GSW"
"91" "Shot Chart Detail" "0021400087" "573" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "4" "1" "2" "Made Shot" "Step Back Jump shot" "3PT Field Goal" "Above the Break 3" "Center(C)" "24+ ft." 25 0 252 "1" "1" "20141108" "HOU" "GSW"
"92" "Shot Chart Detail" "0021400095" "22" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "1" "9" "27" "Made Shot" "Jump Shot" "3PT Field Goal" "Above the Break 3" "Center(C)" "24+ ft." 27 21 272 "1" "1" "20141109" "PHX" "GSW"
"93" "Shot Chart Detail" "0021400095" "25" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "1" "9" "8" "Made Shot" "Driving Finger Roll Layup Shot" "2PT Field Goal" "Restricted Area" "Center(C)" "Less Than 8 ft." 3 29 15 "1" "1" "20141109" "PHX" "GSW"
